hofID,yearid,votedBy,ballots,needed,votes,inducted,category,needed_note
nichoki01h,1942,BBWAA,233,175,5,N,Player,
burkeje01h,1942,BBWAA,233,175,4,N,Player,
heilmha01h,1942,BBWAA,233,175,4,N,Player,
granted01h,1942,BBWAA,233,175,3,N,Player,
rickebr01h,1942,BBWAA,233,175,3,N,Pioneer/Executive,
wheatza01h,1942,BBWAA,233,175,3,N,Player,
bushdo01h,1942,BBWAA,233,175,2,N,Player,
crawfsa01h,1942,BBWAA,233,175,2,N,Player,
martipe01h,1942,BBWAA,233,175,2,N,Player,
peckiro01h,1942,BBWAA,233,175,2,N,Player,
wallabo01h,1942,BBWAA,233,175,2,N,Player,
beaumgi01h,1942,BBWAA,233,175,1,N,Player,
becklja01h,1942,BBWAA,233,175,1,N,Player,
boleyjo01h,1942,BBWAA,233,175,1,N,Player,
bradlbi01h,1942,BBWAA,233,175,1,N,Player,
crossla01h,1942,BBWAA,233,175,1,N,Player,
dinnebi01h,1942,BBWAA,233,175,1,N,Player,
dunnja01h,1942,BBWAA,233,175,1,N,Player,
elberki01h,1942,BBWAA,233,175,1,N,Player,
faberre01h,1942,BBWAA,233,175,1,N,Player,
hamilbi01h,1942,BBWAA,233,175,1,N,Player,
hermaba01h,1942,BBWAA,233,175,1,N,Player,
hoytwa01h,1942,BBWAA,233,175,1,N,Player,
kellejo01h,1942,BBWAA,233,175,1,N,Player,
kerrdi01h,1942,BBWAA,233,175,1,N,Player,
lathaar01h,1942,BBWAA,233,175,1,N,Player,
lowebo01h,1942,BBWAA,233,175,1,N,Player,
mageesh01h,1942,BBWAA,233,175,1,N,Player,
phillde01h,1942,BBWAA,233,175,1,N,Player,
roushed01h,1942,BBWAA,233,175,1,N,Player,
rusieam01h,1942,BBWAA,233,175,1,N,Player,
schaege01h,1942,BBWAA,233,175,1,N,Player,
scottev01h,1942,BBWAA,233,175,1,N,Player,
steinha01h,1942,BBWAA,233,175,1,N,Player,
tennefr02h,1942,BBWAA,233,175,1,N,Player,
wambsbi01h,1942,BBWAA,233,175,1,N,Player,
wilsoha01h,1942,BBWAA,233,175,1,N,Player,
woodjo02h,1942,BBWAA,233,175,1,N,Player,
landike99h,1944,Old Timers,,,,Y,Pioneer/Executive,
chancfr01h,1945,BBWAA,247,186,179,N,Player,
wadderu01h,1945,BBWAA,247,186,154,N,Player,
walshed01h,1945,BBWAA,247,186,137,N,Player,
eversjo01h,1945,BBWAA,247,186,134,N,Player,
bresnro01h,1945,BBWAA,247,186,133,N,Player,
huggimi01h,1945,BBWAA,247,186,133,N,Manager,
cochrmi01h,1945,BBWAA,247,186,125,N,Player,
colliji01h,1945,BBWAA,247,186,121,N,Player,
delahed01h,1945,BBWAA,247,186,111,N,Player,
griffcl01h,1945,BBWAA,247,186,108,N,Pioneer/Executive,
friscfr01h,1945,BBWAA,247,186,101,N,Player,
jennihu01h,1945,BBWAA,247,186,92,N,Player,
robinwi01h,1945,BBWAA,247,186,81,N,Manager,
traynpi01h,1945,BBWAA,247,186,81,N,Player,
duffyhu01h,1945,BBWAA,247,186,64,N,Player,
clarkfr01h,1945,BBWAA,247,186,53,N,Player,
maranra01h,1945,BBWAA,247,186,51,N,Player,
tinkejo01h,1945,BBWAA,247,186,49,N,Player,
brownmo01h,1945,BBWAA,247,186,46,N,Player,
pennohe01h,1945,BBWAA,247,186,45,N,Player,
mcginjo01h,1945,BBWAA,247,186,44,N,Player,
bendech01h,1945,BBWAA,247,186,40,N,Player,
planked01h,1945,BBWAA,247,186,33,N,Player,
schalra01h,1945,BBWAA,247,186,33,N,Player,
terrybi01h,1945,BBWAA,247,186,32,N,Player,
grovele01h,1945,BBWAA,247,186,28,N,Player,
bakerfr01h,1945,BBWAA,247,186,26,N,Player,
hubbeca01h,1945,BBWAA,247,186,24,N,Player,
jossad01h,1945,BBWAA,247,186,23,N,Player,
youngro01h,1945,BBWAA,247,186,22,N,Player,
vanceda01h,1945,BBWAA,247,186,18,N,Player,
deandi01h,1945,BBWAA,247,186,17,N,Player,
dickebi01h,1945,BBWAA,247,186,17,N,Player,
klingjo01h,1945,BBWAA,247,186,12,N,Player,
gehrich01h,1945,BBWAA,247,186,10,N,Player,
ruckena01h,1945,BBWAA,247,186,10,N,Player,
adamsba01h,1945,BBWAA,247,186,7,N,Player,
gomezle01h,1945,BBWAA,247,186,7,N,Player,
heilmha01h,1945,BBWAA,247,186,5,N,Player,
nichoki01h,1945,BBWAA,247,186,5,N,Player,
roushed01h,1945,BBWAA,247,186,5,N,Player,
crawfsa01h,1945,BBWAA,247,186,4,N,Player,
lyonste01h,1945,BBWAA,247,186,4,N,Player,
carribi02h,1945,BBWAA,247,186,3,N,Player,
donovbi01h,1945,BBWAA,247,186,3,N,Player,
gowdyha01h,1945,BBWAA,247,186,3,N,Player,
greenha01h,1945,BBWAA,247,186,3,N,Player,
wallabo01h,1945,BBWAA,247,186,3,N,Player,
burkeje01h,1945,BBWAA,247,186,2,N,Player,
elberki01h,1945,BBWAA,247,186,2,N,Player,
granted01h,1945,BBWAA,247,186,2,N,Player,
hartnga01h,1945,BBWAA,247,186,2,N,Player,
lowebo01h,1945,BBWAA,247,186,2,N,Player,
mckecbi01h,1945,BBWAA,247,186,2,N,Manager,
phillde01h,1945,BBWAA,247,186,2,N,Player,
rickebr01h,1945,BBWAA,247,186,2,N,Pioneer/Executive,
stengca01h,1945,BBWAA,247,186,2,N,Manager,
wheatza01h,1945,BBWAA,247,186,2,N,Player,
beaumgi01h,1945,BBWAA,247,186,1,N,Player,
bushdo01h,1945,BBWAA,247,186,1,N,Player,
camniho01h,1945,BBWAA,247,186,1,N,Player,
careyma01h,1945,BBWAA,247,186,1,N,Player,
combsea01h,1945,BBWAA,247,186,1,N,Player,
conrowi01h,1945,BBWAA,247,186,1,N,Player,
davisha01h,1945,BBWAA,247,186,1,N,Player,
dimagjo01h,1945,BBWAA,247,186,1,N,Player,
dinnebi01h,1945,BBWAA,247,186,1,N,Player,
donlimi01h,1945,BBWAA,247,186,1,N,Player,
dunnja01h,1945,BBWAA,247,186,1,N,Player,
gleaski01h,1945,BBWAA,247,186,1,N,Player,
gordojo01h,1945,BBWAA,247,186,1,N,Player,
grimmch01h,1945,BBWAA,247,186,1,N,Player,
grohhe01h,1945,BBWAA,247,186,1,N,Player,
kerrdi01h,1945,BBWAA,247,186,1,N,Player,
lazzeto01h,1945,BBWAA,247,186,1,N,Player,
lewisdu01h,1945,BBWAA,247,186,1,N,Player,
longhe01h,1945,BBWAA,247,186,1,N,Player,
mageesh01h,1945,BBWAA,247,186,1,N,Player,
martipe01h,1945,BBWAA,247,186,1,N,Player,
meusebo01h,1945,BBWAA,247,186,1,N,Player,
moranpa01h,1945,BBWAA,247,186,1,N,Player,
mungova01h,1945,BBWAA,247,186,1,N,Player,
murphda02h,1945,BBWAA,247,186,1,N,Player,
ritchcl01h,1945,BBWAA,247,186,1,N,Player,
rixeyep01h,1945,BBWAA,247,186,1,N,Player,
rootch01h,1945,BBWAA,247,186,1,N,Player,
rusieam01h,1945,BBWAA,247,186,1,N,Player,
seymocy01h,1945,BBWAA,247,186,1,N,Player,
sheckji01h,1945,BBWAA,247,186,1,N,Player,
southbi01h,1945,BBWAA,247,186,1,N,Player,
sweenbi02h,1945,BBWAA,247,186,1,N,Player,
tanneje01h,1945,BBWAA,247,186,1,N,Player,
vandejo01h,1945,BBWAA,247,186,1,N,Player,
willicy01h,1945,BBWAA,247,186,1,N,Player,
yerkest02h,1945,BBWAA,247,186,1,N,Player,
bresnro01h,1945,Old Timers,,,,Y,Player,
broutda01h,1945,Old Timers,,,,Y,Player,
clarkfr01h,1945,Old Timers,,,,Y,Player,
colliji01h,1945,Old Timers,,,,Y,Player,
delahed01h,1945,Old Timers,,,,Y,Player,
duffyhu01h,1945,Old Timers,,,,Y,Player,
jennihu01h,1945,Old Timers,,,,Y,Player,
kellyki01h,1945,Old Timers,,,,Y,Player,
orourji01h,1945,Old Timers,,,,Y,Player,
robinwi01h,1945,Old Timers,,,,Y,Manager,
chancfr01h,1946,Final Ballot,263,198,150,N,Player,
chancfr01h,1946,Nominating Vote,202,,144,N,Player,Top 20
eversjo01h,1946,Nominating Vote,202,,130,N,Player,Top 20
huggimi01h,1946,Nominating Vote,202,,129,N,Player,Top 20
wadderu01h,1946,Nominating Vote,202,,122,N,Player,Top 20
walshed01h,1946,Nominating Vote,202,,115,N,Player,Top 20
eversjo01h,1946,Final Ballot,263,198,110,N,Player,
huggimi01h,1946,Final Ballot,263,198,106,N,Player,
walshed01h,1946,Final Ballot,263,198,106,N,Player,
friscfr01h,1946,Nominating Vote,202,,104,N,Player,Top 20
hubbeca01h,1946,Nominating Vote,202,,101,N,Player,Top 20
wadderu01h,1946,Final Ballot,263,198,87,N,Player,
griffcl01h,1946,Final Ballot,263,198,82,N,Player,
cochrmi01h,1946,Nominating Vote,202,,80,N,Player,Top 20
hubbeca01h,1946,Final Ballot,263,198,75,N,Player,
griffcl01h,1946,Nominating Vote,202,,73,N,Player,Top 20
grovele01h,1946,Nominating Vote,202,,71,N,Player,Top 20
friscfr01h,1946,Final Ballot,263,198,67,N,Player,
cochrmi01h,1946,Final Ballot,263,198,65,N,Player,
traynpi01h,1946,Nominating Vote,202,,65,N,Player,Top 20
grovele01h,1946,Final Ballot,263,198,61,N,Player,
brownmo01h,1946,Nominating Vote,202,,56,N,Player,Top 20
tinkejo01h,1946,Nominating Vote,202,,55,N,Player,Top 20
traynpi01h,1946,Final Ballot,263,198,53,N,Player,
mcginjo01h,1946,Nominating Vote,202,,53,N,Player,Top 20
maranra01h,1946,Nominating Vote,202,,50,N,Player,Top 20
brownmo01h,1946,Final Ballot,263,198,48,N,Player,
mcginjo01h,1946,Final Ballot,263,198,47,N,Player,
deandi01h,1946,Final Ballot,263,198,45,N,Player,
tinkejo01h,1946,Final Ballot,263,198,45,N,Player,
gehrich01h,1946,Nominating Vote,202,,43,N,Player,Top 20
pennohe01h,1946,Nominating Vote,202,,41,N,Player,Top 20
deandi01h,1946,Nominating Vote,202,,40,N,Player,Top 20
dickebi01h,1946,Nominating Vote,202,,40,N,Player,Top 20
bakerfr01h,1946,Nominating Vote,202,,39,N,Player,Top 20
bendech01h,1946,Nominating Vote,202,,39,N,Player,Top 20
bakerfr01h,1946,Final Ballot,263,198,36,N,Player,
schalra01h,1946,Nominating Vote,202,,36,N,Player,Top 20
bendech01h,1946,Final Ballot,263,198,35,N,Player,
planked01h,1946,Nominating Vote,202,,34,N,Player,Top 20
dickebi01h,1946,Final Ballot,263,198,32,N,Player,
terrybi01h,1946,Nominating Vote,202,,31,N,Player,Top 20
vanceda01h,1946,Nominating Vote,202,,31,N,Player,Top 20
maranra01h,1946,Final Ballot,263,198,29,N,Player,
foxxji01h,1946,Nominating Vote,202,,26,N,Player,Top 20
youngro01h,1946,Nominating Vote,202,,25,N,Player,Top 20
gehrich01h,1946,Final Ballot,263,198,23,N,Player,
heilmha01h,1946,Nominating Vote,202,,23,N,Player,Top 20
klingjo01h,1946,Nominating Vote,202,,20,N,Player,Top 20
pennohe01h,1946,Final Ballot,263,198,16,N,Player,
jossad01h,1946,Nominating Vote,202,,14,N,Player,Top 20
ruckena01h,1946,Nominating Vote,202,,13,N,Player,Top 20
roushed01h,1946,Nominating Vote,202,,11,N,Player,Top 20
crawfsa01h,1946,Nominating Vote,202,,9,N,Player,Top 20
adamsba01h,1946,Nominating Vote,202,,6,N,Player,Top 20
crigelo01h,1946,Nominating Vote,202,,6,N,Player,Top 20
marquru01h,1946,Nominating Vote,202,,6,N,Player,Top 20
wheatza01h,1946,Nominating Vote,202,,6,N,Player,Top 20
woodjo02h,1946,Nominating Vote,202,,5,N,Player,Top 20
donovbi01h,1946,Nominating Vote,202,,4,N,Player,Top 20
gomezle01h,1946,Nominating Vote,202,,4,N,Player,Top 20
wanerpa01h,1946,Nominating Vote,202,,4,N,Player,Top 20
lyonste01h,1946,Nominating Vote,202,,3,N,Player,Top 20
burkeje01h,1946,Nominating Vote,202,,2,N,Player,Top 20
bushdo01h,1946,Nominating Vote,202,,2,N,Player,Top 20
coombja01h,1946,Nominating Vote,202,,2,N,Player,Top 20
davisha01h,1946,Nominating Vote,202,,2,N,Player,Top 20
hartnga01h,1946,Nominating Vote,202,,2,N,Player,Top 20
jacksjo01h,1946,Nominating Vote,202,,2,N,Player,Top 20
mckecbi01h,1946,Nominating Vote,202,,2,N,Player,Top 20
bancrda01h,1946,Nominating Vote,202,,1,N,Player,Top 20
beaumgi01h,1946,Nominating Vote,202,,1,N,Player,Top 20
bradlbi01h,1946,Nominating Vote,202,,1,N,Player,Top 20
chesbja01h,1946,Nominating Vote,202,,1,N,Player,Top 20
clarkjo01h,1946,Nominating Vote,202,,1,N,Player,Top 20
cravaga01h,1946,Nominating Vote,202,,1,N,Player,Top 20
dinnebi01h,1946,Nominating Vote,202,,1,N,Player,Top 20
dunnja01h,1946,Nominating Vote,202,,1,N,Player,Top 20
granted01h,1946,Nominating Vote,202,,1,N,Player,Top 20
grimmch01h,1946,Nominating Vote,202,,1,N,Player,Top 20
hoytwa01h,1946,Nominating Vote,202,,1,N,Player,Top 20
jonesfi01h,1946,Nominating Vote,202,,1,N,Player,Top 20
killebi01h,1946,Nominating Vote,202,,1,N,Player,Top 20
knabeot01h,1946,Nominating Vote,202,,1,N,Player,Top 20
longhe01h,1946,Nominating Vote,202,,1,N,Player,Top 20
mageesh01h,1946,Nominating Vote,202,,1,N,Player,Top 20
martipe01h,1946,Nominating Vote,202,,1,N,Player,Top 20
nichoki01h,1946,Nominating Vote,202,,1,N,Player,Top 20
phillde01h,1946,Nominating Vote,202,,1,N,Player,Top 20
ruelmu01h,1946,Nominating Vote,202,,1,N,Player,Top 20
sheckji01h,1946,Nominating Vote,202,,1,N,Player,Top 20
simmoal01h,1946,Nominating Vote,202,,1,N,Player,Top 20
southbi01h,1946,Nominating Vote,202,,1,N,Player,Top 20
sparktu01h,1946,Nominating Vote,202,,1,N,Player,Top 20
sullibi03h,1946,Nominating Vote,202,,1,N,Player,Top 20
tanneje01h,1946,Nominating Vote,202,,1,N,Player,Top 20
tennefr01h,1946,Nominating Vote,202,,1,N,Player,Top 20
burkeje01h,1946,Old Timers,,,,Y,Player,
chancfr01h,1946,Old Timers,,,,Y,Player,
chesbja01h,1946,Old Timers,,,,Y,Player,
eversjo01h,1946,Old Timers,,,,Y,Player,
griffcl01h,1946,Old Timers,,,,Y,Player,
mccarto01h,1946,Old Timers,,,,Y,Player,
mcginjo01h,1946,Old Timers,,,,Y,Player,
planked01h,1946,Old Timers,,,,Y,Player,
tinkejo01h,1946,Old Timers,,,,Y,Player,
wadderu01h,1946,Old Timers,,,,Y,Player,
walshed01h,1946,Old Timers,,,,Y,Player,
hubbeca01h,1947,BBWAA,161,121,140,Y,Player,
friscfr01h,1947,BBWAA,161,121,136,Y,Player,
cochrmi01h,1947,BBWAA,161,121,128,Y,Player,
grovele01h,1947,BBWAA,161,121,123,Y,Player,
traynpi01h,1947,BBWAA,161,121,119,N,Player,
gehrich01h,1947,BBWAA,161,121,105,N,Player,
maranra01h,1947,BBWAA,161,121,91,N,Player,
deandi01h,1947,BBWAA,161,121,88,N,Player,
pennohe01h,1947,BBWAA,161,121,86,N,Player,
bendech01h,1947,BBWAA,161,121,72,N,Player,
heilmha01h,1947,BBWAA,161,121,65,N,Player,
schalra01h,1947,BBWAA,161,121,50,N,Player,
vanceda01h,1947,BBWAA,161,121,50,N,Player,
bakerfr01h,1947,BBWAA,161,121,49,N,Player,
terrybi01h,1947,BBWAA,161,121,46,N,Player,
wheatza01h,1947,BBWAA,161,121,37,N,Player,
youngro01h,1947,BBWAA,161,121,36,N,Player,
woodjo02h,1947,BBWAA,161,121,29,N,Player,
roushed01h,1947,BBWAA,161,121,25,N,Player,
adamsba01h,1947,BBWAA,161,121,22,N,Player,
marquru01h,1947,BBWAA,161,121,18,N,Player,
foxxji01h,1947,BBWAA,161,121,10,N,Player,
cronijo01h,1947,BBWAA,161,121,6,N,Player,
simmoal01h,1947,BBWAA,161,121,6,N,Player,
fletcar01h,1947,BBWAA,161,121,3,N,Player,
cravaga01h,1947,BBWAA,161,121,2,N,Player,
hartnga01h,1947,BBWAA,161,121,2,N,Player,
mccarjo99h,1947,BBWAA,161,121,2,N,Manager,
rixeyep01h,1947,BBWAA,161,121,2,N,Player,
turnete01h,1947,BBWAA,161,121,2,N,Player,
dyered01h,1947,BBWAA,161,121,1,N,Player,
gelbech01h,1947,BBWAA,161,121,1,N,Player,
gomezle01h,1947,BBWAA,161,121,1,N,Player,
gowdyha01h,1947,BBWAA,161,121,1,N,Player,
haineje01h,1947,BBWAA,161,121,1,N,Player,
hargrbu01h,1947,BBWAA,161,121,1,N,Player,
kellyge01h,1947,BBWAA,161,121,1,N,Player,
lazzeto01h,1947,BBWAA,161,121,1,N,Player,
scottev01h,1947,BBWAA,161,121,1,N,Player,
pennohe01h,1948,BBWAA,121,91,94,Y,Player,
traynpi01h,1948,BBWAA,121,91,93,Y,Player,
simmoal01h,1948,BBWAA,121,91,60,N,Player,
gehrich01h,1948,BBWAA,121,91,52,N,Player,
terrybi01h,1948,BBWAA,121,91,52,N,Player,
wanerpa01h,1948,BBWAA,121,91,51,N,Player,
foxxji01h,1948,BBWAA,121,91,50,N,Player,
deandi01h,1948,BBWAA,121,91,40,N,Player,
heilmha01h,1948,BBWAA,121,91,40,N,Player,
dickebi01h,1948,BBWAA,121,91,39,N,Player,
maranra01h,1948,BBWAA,121,91,38,N,Player,
hartnga01h,1948,BBWAA,121,91,33,N,Player,
cronijo01h,1948,BBWAA,121,91,25,N,Player,
vanceda01h,1948,BBWAA,121,91,23,N,Player,
schalra01h,1948,BBWAA,121,91,22,N,Player,
lazzeto01h,1948,BBWAA,121,91,21,N,Player,
youngro01h,1948,BBWAA,121,91,19,N,Player,
roushed01h,1948,BBWAA,121,91,17,N,Player,
gomezle01h,1948,BBWAA,121,91,16,N,Player,
lyonste01h,1948,BBWAA,121,91,15,N,Player,
wheatza01h,1948,BBWAA,121,91,15,N,Player,
careyma01h,1948,BBWAA,121,91,9,N,Player,
wilsoji01h,1948,BBWAA,121,91,8,N,Player,
grimebu01h,1948,BBWAA,121,91,7,N,Player,
hoytwa01h,1948,BBWAA,121,91,7,N,Player,
martipe01h,1948,BBWAA,121,91,7,N,Player,
combsea01h,1948,BBWAA,121,91,6,N,Player,
grimmch01h,1948,BBWAA,121,91,6,N,Player,
marquru01h,1948,BBWAA,121,91,6,N,Player,
meusebo01h,1948,BBWAA,121,91,6,N,Player,
bendech01h,1948,BBWAA,121,91,5,N,Player,
dykesji01h,1948,BBWAA,121,91,5,N,Player,
jackstr01h,1948,BBWAA,121,91,5,N,Player,
mcinnst01h,1948,BBWAA,121,91,5,N,Player,
rixeyep01h,1948,BBWAA,121,91,5,N,Player,
woodjo02h,1948,BBWAA,121,91,5,N,Player,
adamsba01h,1948,BBWAA,121,91,4,N,Player,
bakerfr01h,1948,BBWAA,121,91,4,N,Player,
bancrda01h,1948,BBWAA,121,91,4,N,Player,
bottoji01h,1948,BBWAA,121,91,4,N,Player,
huggimi01h,1948,BBWAA,121,91,4,N,Manager,
odoulle01h,1948,BBWAA,121,91,4,N,Player,
ruffire01h,1948,BBWAA,121,91,4,N,Player,
cuyleki01h,1948,BBWAA,121,91,3,N,Player,
duganjo01h,1948,BBWAA,121,91,3,N,Player,
earnsge01h,1948,BBWAA,121,91,3,N,Player,
faberre01h,1948,BBWAA,121,91,3,N,Player,
fletcar01h,1948,BBWAA,121,91,3,N,Player,
gowdyha01h,1948,BBWAA,121,91,3,N,Player,
harribu01h,1948,BBWAA,121,91,3,N,Manager,
kleinch01h,1948,BBWAA,121,91,3,N,Player,
rommeed01h,1948,BBWAA,121,91,3,N,Player,
rootch01h,1948,BBWAA,121,91,3,N,Player,
scottev01h,1948,BBWAA,121,91,3,N,Player,
bluegos01h,1948,BBWAA,121,91,2,N,Player,
coombja01h,1948,BBWAA,121,91,2,N,Player,
coopewi01h,1948,BBWAA,121,91,2,N,Player,
covelst01h,1948,BBWAA,121,91,2,N,Player,
fitzsfr01h,1948,BBWAA,121,91,2,N,Player,
hackst01h,1948,BBWAA,121,91,2,N,Player,
haineje01h,1948,BBWAA,121,91,2,N,Player,
hermaba01h,1948,BBWAA,121,91,2,N,Player,
hoopeha01h,1948,BBWAA,121,91,2,N,Player,
kellyge01h,1948,BBWAA,121,91,2,N,Player,
klingjo01h,1948,BBWAA,121,91,2,N,Player,
oneilst01h,1948,BBWAA,121,91,2,N,Player,
quinnja01h,1948,BBWAA,121,91,2,N,Player,
schacal01h,1948,BBWAA,121,91,2,N,Player,
wilsoha01h,1948,BBWAA,121,91,2,N,Player,
wrighgl01h,1948,BBWAA,121,91,2,N,Player,
bartedi01h,1948,BBWAA,121,91,1,N,Player,
bigbeca01h,1948,BBWAA,121,91,1,N,Player,
cadorle01h,1948,BBWAA,121,91,1,N,Player,
camildo01h,1948,BBWAA,121,91,1,N,Player,
davissp01h,1948,BBWAA,121,91,1,N,Player,
derripa01h,1948,BBWAA,121,91,1,N,Player,
durocle01h,1948,BBWAA,121,91,1,N,Manager,
ferrewe01h,1948,BBWAA,121,91,1,N,Player,
fonsele01h,1948,BBWAA,121,91,1,N,Player,
gosligo01h,1948,BBWAA,121,91,1,N,Player,
grohhe01h,1948,BBWAA,121,91,1,N,Player,
hafeych01h,1948,BBWAA,121,91,1,N,Player,
hallabi01h,1948,BBWAA,121,91,1,N,Player,
hermabi01h,1948,BBWAA,121,91,1,N,Player,
johnsbo01h,1948,BBWAA,121,91,1,N,Player,
kremera01h,1948,BBWAA,121,91,1,N,Player,
manushe01h,1948,BBWAA,121,91,1,N,Player,
medwijo01h,1948,BBWAA,121,91,1,N,Player,
milledo02h,1948,BBWAA,121,91,1,N,Player,
mulcahu01h,1948,BBWAA,121,91,1,N,Player,
mungova01h,1948,BBWAA,121,91,1,N,Player,
oeschjo01h,1948,BBWAA,121,91,1,N,Player,
ricesa01h,1948,BBWAA,121,91,1,N,Player,
schanwa01h,1948,BBWAA,121,91,1,N,Player,
schumha02h,1948,BBWAA,121,91,1,N,Player,
selkige01h,1948,BBWAA,121,91,1,N,Player,
severha01h,1948,BBWAA,121,91,1,N,Player,
seweljo01h,1948,BBWAA,121,91,1,N,Player,
sewellu01h,1948,BBWAA,121,91,1,N,Player,
sherdbi01h,1948,BBWAA,121,91,1,N,Player,
shockur01h,1948,BBWAA,121,91,1,N,Player,
smithea02h,1948,BBWAA,121,91,1,N,Player,
smithsh01h,1948,BBWAA,121,91,1,N,Player,
stengca01h,1948,BBWAA,121,91,1,N,Manager,
westsa01h,1948,BBWAA,121,91,1,N,Player,
willicy01h,1948,BBWAA,121,91,1,N,Player,
gehrich01h,1949,Run Off,187,,159,Y,Player,1st
ottme01h,1949,Run Off,187,,128,N,Player,1st
gehrich01h,1949,BBWAA,153,115,102,N,Player,
ottme01h,1949,BBWAA,153,115,94,N,Player,
simmoal01h,1949,BBWAA,153,115,89,N,Player,
foxxji01h,1949,Run Off,187,,89,N,Player,1st
deandi01h,1949,BBWAA,153,115,88,N,Player,
foxxji01h,1949,BBWAA,153,115,85,N,Player,
terrybi01h,1949,BBWAA,153,115,81,N,Player,
deandi01h,1949,Run Off,187,,81,N,Player,1st
simmoal01h,1949,Run Off,187,,76,N,Player,1st
wanerpa01h,1949,BBWAA,153,115,73,N,Player,
greenha01h,1949,BBWAA,153,115,67,N,Player,
dickebi01h,1949,BBWAA,153,115,65,N,Player,
wanerpa01h,1949,Run Off,187,,63,N,Player,1st
heilmha01h,1949,BBWAA,153,115,59,N,Player,
maranra01h,1949,BBWAA,153,115,58,N,Player,
heilmha01h,1949,Run Off,187,,52,N,Player,1st
terrybi01h,1949,Run Off,187,,48,N,Player,1st
greenha01h,1949,Run Off,187,,44,N,Player,1st
dickebi01h,1949,Run Off,187,,39,N,Player,1st
maranra01h,1949,Run Off,187,,39,N,Player,1st
hartnga01h,1949,BBWAA,153,115,35,N,Player,
cronijo01h,1949,BBWAA,153,115,33,N,Player,
vanceda01h,1949,BBWAA,153,115,33,N,Player,
lyonste01h,1949,BBWAA,153,115,29,N,Player,
schalra01h,1949,BBWAA,153,115,24,N,Player,
wilsoha01h,1949,BBWAA,153,115,24,N,Player,
ruffire01h,1949,BBWAA,153,115,22,N,Player,
lazzeto01h,1949,BBWAA,153,115,20,N,Player,
youngro01h,1949,BBWAA,153,115,20,N,Player,
gomezle01h,1949,BBWAA,153,115,17,N,Player,
schalra01h,1949,Run Off,187,,17,N,Player,1st
martipe01h,1949,BBWAA,153,115,16,N,Player,
cronijo01h,1949,Run Off,187,,16,N,Player,1st
wheatza01h,1949,BBWAA,153,115,15,N,Player,
vanceda01h,1949,Run Off,187,,15,N,Player,1st
roushed01h,1949,BBWAA,153,115,14,N,Player,
lyonste01h,1949,Run Off,187,,14,N,Player,1st
careyma01h,1949,BBWAA,153,115,12,N,Player,
wilsoha01h,1949,Run Off,187,,12,N,Player,1st
harribu01h,1949,BBWAA,153,115,11,N,Player,
youngro01h,1949,Run Off,187,,11,N,Player,1st
gowdyha01h,1949,BBWAA,153,115,10,N,Player,
grimmch01h,1949,BBWAA,153,115,10,N,Player,
kleinch01h,1949,BBWAA,153,115,9,N,Player,
bottoji01h,1949,BBWAA,153,115,8,N,Player,
grimebu01h,1949,BBWAA,153,115,8,N,Player,
mcinnst01h,1949,BBWAA,153,115,8,N,Player,
dykesji01h,1949,BBWAA,153,115,7,N,Player,
hoytwa01h,1949,BBWAA,153,115,7,N,Player,
southbi01h,1949,BBWAA,153,115,7,N,Player,
hartnga01h,1949,Run Off,187,,7,N,Player,1st
combsea01h,1949,BBWAA,153,115,6,N,Player,
faberre01h,1949,BBWAA,153,115,6,N,Player,
jackstr01h,1949,BBWAA,153,115,6,N,Player,
oneilst01h,1949,BBWAA,153,115,6,N,Player,
wilsoji01h,1949,BBWAA,153,115,6,N,Player,
lazzeto01h,1949,Run Off,187,,6,N,Player,1st
adamsba01h,1949,BBWAA,153,115,5,N,Player,
bancrda01h,1949,BBWAA,153,115,5,N,Player,
hermaba01h,1949,BBWAA,153,115,5,N,Player,
coopewi01h,1949,BBWAA,153,115,4,N,Player,
cuyleki01h,1949,BBWAA,153,115,4,N,Player,
gosligo01h,1949,BBWAA,153,115,4,N,Player,
hackst01h,1949,BBWAA,153,115,4,N,Player,
hardeme01h,1949,BBWAA,153,115,4,N,Player,
marquru01h,1949,BBWAA,153,115,4,N,Player,
odoulle01h,1949,BBWAA,153,115,4,N,Player,
rixeyep01h,1949,BBWAA,153,115,4,N,Player,
ruffire01h,1949,Run Off,187,,4,N,Player,1st
covelst01h,1949,BBWAA,153,115,3,N,Player,
meusebo01h,1949,BBWAA,153,115,3,N,Player,
ricesa01h,1949,BBWAA,153,115,3,N,Player,
scottev01h,1949,BBWAA,153,115,3,N,Player,
stengca01h,1949,BBWAA,153,115,3,N,Player,
wanerll01h,1949,BBWAA,153,115,3,N,Player,
bendech01h,1949,BBWAA,153,115,2,N,Player,
duganjo01h,1949,BBWAA,153,115,2,N,Player,
earnsge01h,1949,BBWAA,153,115,2,N,Player,
fitzsfr01h,1949,BBWAA,153,115,2,N,Player,
gelbech01h,1949,BBWAA,153,115,2,N,Player,
hafeych01h,1949,BBWAA,153,115,2,N,Player,
haineje01h,1949,BBWAA,153,115,2,N,Player,
jurgebi01h,1949,BBWAA,153,115,2,N,Player,
lucasre01h,1949,BBWAA,153,115,2,N,Player,
rommeed01h,1949,BBWAA,153,115,2,N,Player,
shockur01h,1949,BBWAA,153,115,2,N,Player,
warnelo01h,1949,BBWAA,153,115,2,N,Player,
